DBN,year_start,school_year,scenario,model,Forecast,Actual,Error,Abs_Error,Pct_Error
02M116,2022,2022-23,Optimistic,Piecewise Linear,406.95238095238096,306.0,100.95238095238096,100.95238095238096,0.3299097416744476
02M116,2023,2023-24,Optimistic,Piecewise Linear,480.9047619047619,318.0,162.90476190476193,162.90476190476193,0.5122791254866728
02M116,2024,2024-25,Optimistic,Piecewise Linear,554.8571428571429,351.0,203.8571428571429,203.8571428571429,0.5807895807895809
02M116,2022,2022-23,Base,Prophet,282.7654661130595,306.0,-23.234533886940483,23.234533886940483,-0.075929849303727
02M116,2023,2023-24,Base,Prophet,239.1060791362696,318.0,-78.89392086373044,78.89392086373044,-0.2480940907664479
02M116,2024,2024-25,Base,Prophet,195.3270774006392,351.0,-155.67292259936082,155.67292259936082,-0.443512599998179
02M124,2022,2022-23,Pessimistic,Piecewise Linear,475.0,480.0,-5.000000000000057,5.000000000000057,-0.0104166666666667
02M124,2023,2023-24,Pessimistic,Piecewise Linear,417.9999999999999,463.0,-45.000000000000114,45.000000000000114,-0.0971922246220304
02M124,2024,2024-25,Pessimistic,Piecewise Linear,360.9999999999999,429.0,-68.00000000000011,68.00000000000011,-0.1585081585081587
02M124,2022,2022-23,Base,Piecewise Linear,532.0,480.0,52.0,52.0,0.1083333333333333
02M124,2023,2023-24,Base,Piecewise Linear,532.0,463.0,69.0,69.0,0.1490280777537797
02M124,2024,2024-25,Base,Piecewise Linear,532.0,429.0,103.0,103.0,0.2400932400932401
02M124,2022,2022-23,Optimistic,Piecewise Linear,591.3333333333334,480.0,111.33333333333336,111.33333333333336,0.2319444444444445
02M124,2023,2023-24,Optimistic,Piecewise Linear,650.6666666666666,463.0,187.66666666666663,187.66666666666663,0.4053275737940964
02M124,2024,2024-25,Optimistic,Piecewise Linear,710.0,429.0,281.0,281.0,0.655011655011655
02M124,2022,2022-23,Base,Prophet,497.21280557991184,480.0,17.212805579911844,17.212805579911844,0.0358600116248163
02M124,2023,2023-24,Base,Prophet,461.3227439933961,463.0,-1.6772560066038975,1.6772560066038975,-0.003622583167611
02M124,2024,2024-25,Base,Prophet,425.3343534710269,429.0,-3.6656465289731273,3.6656465289731273,-0.0085446306036669
02M130,2022,2022-23,Pessimistic,Piecewise Linear,518.0,575.0,-57.0,57.0,-0.0991304347826086
02M130,2023,2023-24,Pessimistic,Piecewise Linear,420.0,561.0,-141.00000000000006,141.00000000000006,-0.251336898395722
02M130,2024,2024-25,Pessimistic,Piecewise Linear,321.9999999999999,512.0,-190.0000000000001,190.0000000000001,-0.3710937500000002
02M130,2022,2022-23,Base,Piecewise Linear,616.0,575.0,41.0,41.0,0.0713043478260869
02M130,2023,2023-24,Base,Piecewise Linear,616.0,561.0,55.0,55.0,0.0980392156862745
02M130,2024,2024-25,Base,Piecewise Linear,616.0,512.0,104.0,104.0,0.203125
02M130,2022,2022-23,Optimistic,Piecewise Linear,710.1428571428571,575.0,135.1428571428571,135.1428571428571,0.235031055900621
02M130,2023,2023-24,Optimistic,Piecewise Linear,804.2857142857143,561.0,243.28571428571436,243.28571428571436,0.4336643748408455
02M130,2024,2024-25,Optimistic,Piecewise Linear,898.4285714285714,512.0,386.4285714285714,386.4285714285714,0.7547433035714286
02M130,2022,2022-23,Base,Prophet,516.5242953793738,575.0,-58.475704620626175,58.475704620626175,-0.101696877601089
02M130,2023,2023-24,Base,Prophet,408.6505748543224,561.0,-152.34942514567757,152.34942514567757,-0.2715676027552184
02M130,2024,2024-25,Base,Prophet,300.48130988947645,512.0,-211.51869011052355,211.51869011052355,-0.4131224416221163
02M150,2022,2022-23,Pessimistic,Piecewise Linear,113.0,162.0,-49.000000000000014,49.000000000000014,-0.3024691358024692
02M150,2023,2023-24,Pessimistic,Piecewise Linear,87.99999999999997,209.0,-121.00000000000004,121.00000000000004,-0.5789473684210528
02M150,2024,2024-25,Pessimistic,Piecewise Linear,62.99999999999997,255.0,-192.00000000000003,192.00000000000003,-0.7529411764705883
02M150,2022,2022-23,Base,Piecewise Linear,138.0,162.0,-24.0,24.0,-0.1481481481481481
02M150,2023,2023-24,Base,Piecewise Linear,138.0,209.0,-71.0,71.0,-0.3397129186602871
02M150,2024,2024-25,Base,Piecewise Linear,138.0,255.0,-117.0,117.0,-0.4588235294117647
02M150,2022,2022-23,Optimistic,Piecewise Linear,148.0952380952381,162.0,-13.904761904761898,13.904761904761898,-0.0858318636096413
02M150,2023,2023-24,Optimistic,Piecewise Linear,158.19047619047618,209.0,-50.809523809523824,50.809523809523824,-0.2431077694235589
02M150,2024,2024-25,Optimistic,Piecewise Linear,168.28571428571428,255.0,-86.71428571428572,86.71428571428572,-0.3400560224089636
02M150,2022,2022-23,Base,Prophet,108.85209817751948,162.0,-53.14790182248052,53.14790182248052,-0.3280734680400032
02M150,2023,2023-24,Base,Prophet,79.0967819081286,209.0,-129.9032180918714,129.9032180918714,-0.6215464980472315
02M150,2024,2024-25,Base,Prophet,49.25994422430109,255.0,-205.7400557756989,205.7400557756989,-0.8068237481399958
02M151,2022,2022-23,Pessimistic,Piecewise Linear,275.0,296.0,-21.0,21.0,-0.0709459459459459
02M151,2023,2023-24,Pessimistic,Piecewise Linear,221.0,294.0,-73.00000000000003,73.00000000000003,-0.2482993197278912
02M151,2024,2024-25,Pessimistic,Piecewise Linear,166.99999999999994,277.0,-110.00000000000006,110.00000000000006,-0.3971119133574009
02M151,2022,2022-23,Base,Piecewise Linear,329.0,296.0,33.0,33.0,0.1114864864864864
02M151,2023,2023-24,Base,Piecewise Linear,329.0,294.0,35.0,35.0,0.119047619047619
02M151,2024,2024-25,Base,Piecewise Linear,329.0,277.0,52.0,52.0,0.187725631768953
02M151,2022,2022-23,Optimistic,Piecewise Linear,383.22222222222223,296.0,87.22222222222223,87.22222222222223,0.2946696696696697
02M151,2023,2023-24,Optimistic,Piecewise Linear,437.44444444444446,294.0,143.44444444444446,143.44444444444446,0.4879062736205594
02M151,2024,2024-25,Optimistic,Piecewise Linear,491.6666666666667,277.0,214.66666666666669,214.66666666666669,0.7749699157641396
02M151,2022,2022-23,Base,Prophet,285.1151660102933,296.0,-10.884833989706692,10.884833989706692,-0.0367730878030631
02M151,2023,2023-24,Base,Prophet,240.0416428287525,294.0,-53.95835717124754,53.95835717124754,-0.1835318271130868
02M151,2024,2024-25,Base,Prophet,194.8446305426046,277.0,-82.15536945739541,82.15536945739541,-0.2965897814346405
02M158,2022,2022-23,Pessimistic,Piecewise Linear,564.0,580.0,-16.0,16.0,-0.0275862068965517
02M158,2023,2023-24,Pessimistic,Piecewise Linear,542.9999999999999,563.0,-20.000000000000117,20.000000000000117,-0.0355239786856129
02M158,2024,2024-25,Pessimistic,Piecewise Linear,521.9999999999999,557.0,-35.000000000000114,35.000000000000114,-0.0628366247755836
02M158,2022,2022-23,Base,Piecewise Linear,585.0,580.0,5.0,5.0,0.0086206896551724
02M158,2023,2023-24,Base,Piecewise Linear,585.0,563.0,22.0,22.0,0.039076376554174
02M158,2024,2024-25,Base,Piecewise Linear,585.0,557.0,28.0,28.0,0.0502692998204667
02M158,2022,2022-23,Optimistic,Piecewise Linear,627.1904761904761,580.0,47.19047619047615,47.19047619047615,0.0813628899835795
02M158,2023,2023-24,Optimistic,Piecewise Linear,669.3809523809524,563.0,106.3809523809524,106.3809523809524,0.1889537342468071
02M158,2024,2024-25,Optimistic,Piecewise Linear,711.5714285714286,557.0,154.57142857142856,154.57142857142856,0.277507053090536
02M158,2022,2022-23,Base,Prophet,559.8332413587989,580.0,-20.166758641201117,20.166758641201117,-0.0347702735193122
02M158,2023,2023-24,Base,Prophet,505.96640400037984,563.0,-57.03359599962016,57.03359599962016,-0.1013030124327178
02M158,2024,2024-25,Base,Prophet,451.9519862656365,557.0,-105.04801373436352,105.04801373436352,-0.188596074927044
02M183,2022,2022-23,Pessimistic,Piecewise Linear,450.0,462.0,-12.000000000000057,12.000000000000057,-0.025974025974026
02M183,2023,2023-24,Pessimistic,Piecewise Linear,421.9999999999999,498.0,-76.00000000000011,76.00000000000011,-0.1526104417670685
02M183,2024,2024-25,Pessimistic,Piecewise Linear,393.99999999999983,504.0,-110.00000000000016,110.00000000000016,-0.2182539682539686
02M183,2022,2022-23,Base,Piecewise Linear,478.0,462.0,16.0,16.0,0.0346320346320346
02M183,2023,2023-24,Base,Piecewise Linear,478.0,498.0,-20.0,20.0,-0.0401606425702811
02M183,2024,2024-25,Base,Piecewise Linear,478.0,504.0,-26.0,26.0,-0.0515873015873015
02M183,2022,2022-23,Optimistic,Piecewise Linear,505.7142857142857,462.0,43.71428571428572,43.71428571428572,0.0946196660482374
02M183,2023,2023-24,Optimistic,Piecewise Linear,533.4285714285714,498.0,35.428571428571445,35.428571428571445,0.0711417096959265
02M183,2024,2024-25,Optimistic,Piecewise Linear,561.1428571428571,504.0,57.14285714285711,57.14285714285711,0.1133786848072561
02M183,2022,2022-23,Base,Prophet,463.97694642375774,462.0,1.976946423757738,1.976946423757738,0.0042791048133284
02M183,2023,2023-24,Base,Prophet,441.333215161232,498.0,-56.66678483876797,56.66678483876797,-0.1137887245758392
02M183,2024,2024-25,Base,Prophet,418.627446278809,504.0,-85.37255372119097,85.37255372119097,-0.1693899875420455
02M198,2022,2022-23,Pessimistic,Piecewise Linear,319.0,411.0,-92.0,92.0,-0.2238442822384428
02M198,2023,2023-24,Pessimistic,Piecewise Linear,269.0,459.0,-190.0,190.0,-0.4139433551198257
02M198,2024,2024-25,Pessimistic,Piecewise Linear,219.0,474.0,-255.00000000000003,255.00000000000003,-0.5379746835443039
02M198,2022,2022-23,Base,Piecewise Linear,369.0,411.0,-42.0,42.0,-0.1021897810218978
02M198,2023,2023-24,Base,Piecewise Linear,369.0,459.0,-90.0,90.0,-0.196078431372549
02M198,2024,2024-25,Base,Piecewise Linear,369.0,474.0,-105.0,105.0,-0.2215189873417721
02M198,2022,2022-23,Optimistic,Piecewise Linear,391.04761904761904,411.0,-19.952380952380963,19.952380952380963,-0.0485459390568879
02M198,2023,2023-24,Optimistic,Piecewise Linear,413.0952380952381,459.0,-45.90476190476187,45.90476190476187,-0.1000103745201783
02M198,2024,2024-25,Optimistic,Piecewise Linear,435.1428571428572,474.0,-38.85714285714283,38.85714285714283,-0.0819770946353224
02M198,2022,2022-23,Base,Prophet,338.1654822965767,411.0,-72.83451770342327,72.83451770342327,-0.1772129384511515
02M198,2023,2023-24,Base,Prophet,300.2324238548296,459.0,-158.76757614517044,158.76757614517044,-0.345898858704075
02M198,2024,2024-25,Base,Prophet,262.19543922557085,474.0,-211.80456077442915,211.80456077442915,-0.446845064924956
02M212,2022,2022-23,Pessimistic,Piecewise Linear,221.0,239.0,-18.00000000000003,18.00000000000003,-0.0753138075313808
02M212,2023,2023-24,Pessimistic,Piecewise Linear,184.99999999999997,274.0,-89.00000000000006,89.00000000000006,-0.3248175182481754
02M212,2024,2024-25,Pessimistic,Piecewise Linear,148.99999999999994,275.0,-126.00000000000006,126.00000000000006,-0.4581818181818184
02M212,2022,2022-23,Base,Piecewise Linear,257.0,239.0,18.0,18.0,0.0753138075313807
02M212,2023,2023-24,Base,Piecewise Linear,257.0,274.0,-17.0,17.0,-0.0620437956204379
02M212,2024,2024-25,Base,Piecewise Linear,257.0,275.0,-18.0,18.0,-0.0654545454545454
02M212,2022,2022-23,Optimistic,Piecewise Linear,283.6190476190476,239.0,44.61904761904759,44.61904761904759,0.1866905758119146
02M212,2023,2023-24,Optimistic,Piecewise Linear,310.23809523809524,274.0,36.23809523809524,36.23809523809524,0.1322558220368439
02M212,2024,2024-25,Optimistic,Piecewise Linear,336.85714285714283,275.0,61.85714285714283,61.85714285714283,0.2249350649350648
02M212,2022,2022-23,Base,Prophet,211.27617403966124,239.0,-27.72382596033876,27.72382596033876,-0.1159992718005805
02M212,2023,2023-24,Base,Prophet,161.5771991171937,274.0,-112.42280088280631,112.42280088280631,-0.4103021930029427
02M212,2024,2024-25,Base,Prophet,111.7420626195962,275.0,-163.2579373804038,163.2579373804038,-0.593665226837832
02M217,2022,2022-23,Pessimistic,Piecewise Linear,586.0,573.0,13.0,13.0,0.0226876090750436
02M217,2023,2023-24,Pessimistic,Piecewise Linear,628.9999999999999,534.0,94.99999999999989,94.99999999999989,0.1779026217228462
02M217,2024,2024-25,Pessimistic,Piecewise Linear,671.9999999999998,542.0,129.99999999999977,129.99999999999977,0.2398523985239848
02M217,2022,2022-23,Base,Piecewise Linear,543.0,573.0,-30.0,30.0,-0.0523560209424083
02M217,2023,2023-24,Base,Piecewise Linear,543.0,534.0,9.0,9.0,0.0168539325842696
02M217,2024,2024-25,Base,Piecewise Linear,543.0,542.0,1.0,1.0,0.0018450184501845
02M217,2022,2022-23,Optimistic,Piecewise Linear,522.0952380952381,573.0,-50.904761904761926,50.904761904761926,-0.0888390260118009
02M217,2023,2023-24,Optimistic,Piecewise Linear,501.1904761904762,534.0,-32.8095238095238,32.8095238095238,-0.0614410558230782
02M217,2024,2024-25,Optimistic,Piecewise Linear,480.2857142857143,542.0,-61.71428571428572,61.71428571428572,-0.1138639957828149
02M217,2022,2022-23,Base,Prophet,553.774177190186,573.0,-19.225822809813963,19.225822809813963,-0.033552919388855
02M217,2023,2023-24,Base,Prophet,566.6328006247659,534.0,32.63280062476588,32.63280062476588,0.0611101135295241
02M217,2024,2024-25,Base,Prophet,579.5266531646458,542.0,37.52665316464584,37.52665316464584,0.0692373674624461
02M234,2022,2022-23,Pessimistic,Piecewise Linear,442.0,474.0,-32.00000000000006,32.00000000000006,-0.0675105485232068
02M234,2023,2023-24,Pessimistic,Piecewise Linear,429.9999999999999,489.0,-59.000000000000114,59.000000000000114,-0.1206543967280165
02M234,2024,2024-25,Pessimistic,Piecewise Linear,417.99999999999983,462.0,-44.00000000000017,44.00000000000017,-0.0952380952380956
02M234,2022,2022-23,Base,Piecewise Linear,454.0,474.0,-20.0,20.0,-0.0421940928270042
02M234,2023,2023-24,Base,Piecewise Linear,454.0,489.0,-35.0,35.0,-0.0715746421267893
02M234,2024,2024-25,Base,Piecewise Linear,454.0,462.0,-8.0,8.0,-0.0173160173160173
02M234,2022,2022-23,Optimistic,Piecewise Linear,532.1428571428571,474.0,58.14285714285711,58.14285714285711,0.1226642555756479
02M234,2023,2023-24,Optimistic,Piecewise Linear,610.2857142857143,489.0,121.28571428571432,121.28571428571432,0.2480280455740579
02M234,2024,2024-25,Optimistic,Piecewise Linear,688.4285714285714,462.0,226.42857142857144,226.42857142857144,0.4901051329622758
02M234,2022,2022-23,Base,Prophet,436.95980979014377,474.0,-37.04019020985624,37.04019020985624,-0.0781438612022283
02M234,2023,2023-24,Base,Prophet,392.8755091572296,489.0,-96.1244908427704,96.1244908427704,-0.1965736009054609
02M234,2024,2024-25,Base,Prophet,348.67042961847187,462.0,-113.32957038152811,113.32957038152811,-0.245302100392918
02M267,2022,2022-23,Pessimistic,Piecewise Linear,377.0,362.0,14.999999999999943,14.999999999999943,0.0414364640883976
02M267,2023,2023-24,Pessimistic,Piecewise Linear,366.9999999999999,362.0,4.999999999999886,4.999999999999886,0.0138121546961322
02M267,2024,2024-25,Pessimistic,Piecewise Linear,356.9999999999998,353.0,3.9999999999997726,3.9999999999997726,0.0113314447592061
02M267,2022,2022-23,Base,Piecewise Linear,387.0,362.0,25.0,25.0,0.0690607734806629
02M267,2023,2023-24,Base,Piecewise Linear,387.0,362.0,25.0,25.0,0.0690607734806629
02M267,2024,2024-25,Base,Piecewise Linear,387.0,353.0,34.0,34.0,0.0963172804532577
02M267,2022,2022-23,Optimistic,Piecewise Linear,389.8666666666667,362.0,27.866666666666674,27.866666666666674,0.0769797421731123
02M267,2023,2023-24,Optimistic,Piecewise Linear,392.73333333333335,362.0,30.73333333333335,30.73333333333335,0.0848987108655617
02M267,2024,2024-25,Optimistic,Piecewise Linear,395.6,353.0,42.60000000000002,42.60000000000002,0.1206798866855524
02M267,2022,2022-23,Base,Prophet,369.06569090493616,362.0,7.065690904936162,7.065690904936162,0.019518483162807
02M267,2023,2023-24,Base,Prophet,342.8371678140603,362.0,-19.16283218593969,19.16283218593969,-0.0529360005136455
02M267,2024,2024-25,Base,Prophet,316.53678575581205,353.0,-36.46321424418795,36.46321424418795,-0.1032952244877845
02M290,2022,2022-23,Pessimistic,Piecewise Linear,297.0,369.0,-72.0,72.0,-0.1951219512195122
02M290,2023,2023-24,Pessimistic,Piecewise Linear,241.0,353.0,-112.00000000000004,112.00000000000004,-0.3172804532577905
02M290,2024,2024-25,Pessimistic,Piecewise Linear,184.99999999999997,354.0,-169.00000000000006,169.00000000000006,-0.477401129943503
02M290,2022,2022-23,Base,Piecewise Linear,353.0,369.0,-16.0,16.0,-0.043360433604336
02M290,2023,2023-24,Base,Piecewise Linear,353.0,353.0,0.0,0.0,0.0
02M290,2024,2024-25,Base,Piecewise Linear,353.0,354.0,-1.0,1.0,-0.0028248587570621
02M290,2022,2022-23,Optimistic,Piecewise Linear,435.7142857142857,369.0,66.71428571428572,66.71428571428572,0.1807975222609369
02M290,2023,2023-24,Optimistic,Piecewise Linear,518.4285714285714,353.0,165.42857142857144,165.42857142857144,0.4686361796843383
02M290,2024,2024-25,Optimistic,Piecewise Linear,601.1428571428571,354.0,247.1428571428571,247.1428571428571,0.6981436642453591
02M290,2022,2022-23,Base,Prophet,281.6875998665299,369.0,-87.31240013347008,87.31240013347008,-0.2366189705514094
02M290,2023,2023-24,Base,Prophet,194.34134784779263,353.0,-158.65865215220734,158.65865215220734,-0.4494579381082361
02M290,2024,2024-25,Base,Prophet,106.7557910290042,354.0,-247.24420897099583,247.24420897099583,-0.6984299688446209
02M343,2022,2022-23,Pessimistic,Piecewise Linear,289.0,297.0,-8.0,8.0,-0.0269360269360269
02M343,2023,2023-24,Pessimistic,Piecewise Linear,249.0,322.0,-73.00000000000003,73.00000000000003,-0.2267080745341615
02M343,2024,2024-25,Pessimistic,Piecewise Linear,208.99999999999997,266.0,-57.00000000000006,57.00000000000006,-0.2142857142857145
02M343,2022,2022-23,Base,Piecewise Linear,329.0,297.0,32.0,32.0,0.1077441077441077
02M343,2023,2023-24,Base,Piecewise Linear,329.0,322.0,7.0,7.0,0.0217391304347826
02M343,2024,2024-25,Base,Piecewise Linear,329.0,266.0,63.0,63.0,0.2368421052631578
02M343,2022,2022-23,Optimistic,Piecewise Linear,359.44444444444446,297.0,62.44444444444446,62.44444444444446,0.2102506546950991
02M343,2023,2023-24,Optimistic,Piecewise Linear,389.88888888888886,322.0,67.88888888888886,67.88888888888886,0.2108350586611455
02M343,2024,2024-25,Optimistic,Piecewise Linear,420.3333333333333,266.0,154.33333333333331,154.33333333333331,0.5802005012531327
02M343,2022,2022-23,Base,Prophet,287.42457405141687,297.0,-9.575425948583131,9.575425948583131,-0.0322404914093708
02M343,2023,2023-24,Base,Prophet,239.54686168509247,322.0,-82.45313831490753,82.45313831490753,-0.2560656469407066
02M343,2024,2024-25,Base,Prophet,191.5379775040657,266.0,-74.46202249593426,74.46202249593426,-0.2799324153982491
02M527,2022,2022-23,Pessimistic,Piecewise Linear,414.0,407.0,6.999999999999943,6.999999999999943,0.017199017199017
02M527,2023,2023-24,Pessimistic,Piecewise Linear,391.9999999999999,387.0,4.999999999999886,4.999999999999886,0.0129198966408265
02M527,2024,2024-25,Pessimistic,Piecewise Linear,369.9999999999998,379.0,-9.000000000000227,9.000000000000227,-0.0237467018469662
02M527,2022,2022-23,Base,Piecewise Linear,436.0,407.0,29.0,29.0,0.0712530712530712
02M527,2023,2023-24,Base,Piecewise Linear,436.0,387.0,49.0,49.0,0.1266149870801033
02M527,2024,2024-25,Base,Piecewise Linear,436.0,379.0,57.0,57.0,0.1503957783641161
02M527,2022,2022-23,Optimistic,Piecewise Linear,434.8888888888889,407.0,27.888888888888918,27.888888888888918,0.0685230685230685
02M527,2023,2023-24,Optimistic,Piecewise Linear,433.77777777777777,387.0,46.77777777777777,46.77777777777777,0.1208728107952914
02M527,2024,2024-25,Optimistic,Piecewise Linear,432.6666666666667,379.0,53.666666666666686,53.666666666666686,0.1416007036059807
02M527,2022,2022-23,Base,Prophet,408.0844199392197,407.0,1.0844199392197424,1.0844199392197424,0.0026644224550853
02M527,2023,2023-24,Base,Prophet,375.37346710143737,387.0,-11.62653289856263,11.62653289856263,-0.0300427206681204
02M527,2024,2024-25,Base,Prophet,342.5728952147844,379.0,-36.42710478521559,36.42710478521559,-0.0961137329425213
